date_start                       ,driver_number ,duration_sector_1 ,duration_sector_2 ,duration_sector_3 ,i1_speed ,i2_speed ,is_pit_out_lap ,lap_duration ,lap_number ,meeting_key ,segments_sector_1                      ,segments_sector_2                      ,segments_sector_3                            ,session_key ,st_speed
2024-06-09 19:31:29.179000+00:00 ,            1 ,           31.835 ,           35.321 ,           68.408 ,     130 ,     189 ,False          ,     135.564 ,        58 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2049, 2048]" ,       9531 ,      84
2024-06-09 19:31:41.216000+00:00 ,            3 ,           29.654 ,           36.097 ,           63.341 ,     203 ,     206 ,False          ,     129.092 ,        58 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2049, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,      79
2024-06-09 19:31:30.147000+00:00 ,            4 ,           31.65  ,           35.155 ,           68.465 ,     171 ,     259 ,False          ,     135.27  ,        58 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,      82
2024-06-09 19:31:42.616000+00:00 ,           10 ,           28.75  ,           37.529 ,           61.8   ,     197 ,     247 ,False          ,     128.079 ,        58 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,      65
2024-06-09 19:31:34.911000+00:00 ,           14 ,           32.147 ,           34.913 ,           65.476 ,     189 ,     203 ,False          ,     132.536 ,        58 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2049, 2048, 2048, 2048, 2049]" ,       9531 ,      91
2024-06-09 19:31:36.860000+00:00 ,           18 ,           31.142 ,           36.074 ,           64.425 ,     181 ,     207 ,False          ,     131.641 ,        58 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 0]"    ,       9531 ,      87
2024-06-09 19:31:47.343000+00:00 ,           20 ,           28.176 ,           37.176 ,           59.902 ,     169 ,     236 ,False          ,     125.254 ,        58 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,      66
2024-06-09 19:31:38.750000+00:00 ,           22 ,           30.137 ,           36.111 ,           64.34  ,     201 ,     235 ,False          ,     130.588 ,        58 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2049, 2048, 2048, 2048, 2049, 2048]" ,       9531 ,      80
2024-06-09 19:34:03.724000+00:00 ,           24 ,           23.344 ,           25.839 ,           31.815 ,     233 ,     282 ,False          ,      80.998 ,        58 ,       1237 ,"[2049, 2049, 2048, 2049, 2049, 2048]" ,"[2048, 2048, 2049, 2049, 2049, 2049]" ,"[2049, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     300
2024-06-09 19:31:43.832000+00:00 ,           27 ,           28.814 ,           37.4   ,           61.418 ,     208 ,     188 ,False          ,     127.632 ,        58 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2049, 2049, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,      66
2024-06-09 19:31:40.050000+00:00 ,           31 ,           29.76  ,           36.321 ,           63.691 ,     200 ,     211 ,False          ,     129.772 ,        58 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2049, 2048]" ,       9531 ,      71
2024-06-09 19:31:33.192000+00:00 ,           44 ,           31.755 ,           36.015 ,           65.946 ,     204 ,     206 ,False          ,     133.716 ,        58 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,      76
2024-06-09 19:31:32.807000+00:00 ,           63 ,           31.283 ,           35.458 ,           66.745 ,     192 ,     198 ,False          ,     133.486 ,        58 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2049, 2048]" ,       9531 ,      76
2024-06-09 19:31:46.189000+00:00 ,           77 ,           28.634 ,           36.679 ,           60.353 ,     182 ,     229 ,False          ,     125.666 ,        58 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 2049]" ,       9531 ,      67
2024-06-09 19:31:31.055000+00:00 ,           81 ,           31.824 ,           35.548 ,           67.363 ,     175 ,     127 ,False          ,     134.735 ,        58 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,      83
2024-06-09 19:33:44.596000+00:00 ,            1 ,           22.366 ,           24.698 ,           31.297 ,     240 ,     277 ,False          ,      78.361 ,        59 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2049, 2048]" ,       9531 ,     299
2024-06-09 19:33:50.287000+00:00 ,            3 ,           23.745 ,           25.702 ,           31.778 ,     242 ,     286 ,False          ,      81.225 ,        59 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2049]" ,"[2048, 2049, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     308
2024-06-09 19:33:45.499000+00:00 ,            4 ,           22.911 ,           25.121 ,           31.336 ,     246 ,     278 ,False          ,      79.368 ,        59 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2051, 2048, 2048, 2048, 2048, 2051, 2049]" ,       9531 ,     301
2024-06-09 19:33:50.792000+00:00 ,           10 ,           23.964 ,           25.731 ,           31.737 ,     235 ,     282 ,False          ,      81.432 ,        59 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 2049]" ,       9531 ,     305
2024-06-09 19:33:47.514000+00:00 ,           14 ,           23.668 ,           25.507 ,           31.452 ,     234 ,     284 ,False          ,      80.627 ,        59 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2049]" ,"[2048, 2049, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     310
2024-06-09 19:33:48.509000+00:00 ,           18 ,           23.489 ,           25.574 ,           31.876 ,     242 ,     284 ,False          ,      80.939 ,        59 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2049, 2048, 2048, 2048, 2048, 0]"    ,       9531 ,     309
2024-06-09 19:33:52.635000+00:00 ,           20 ,           24.896 ,           25.958 ,           31.759 ,     240 ,     279 ,False          ,      82.613 ,        59 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     306
2024-06-09 19:33:49.399000+00:00 ,           22 ,           23.704 ,           25.644 ,           31.366 ,     244 ,     283 ,False          ,      80.714 ,        59 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     310
2024-06-09 19:35:24.660000+00:00 ,           24 ,           23.015 ,           25.479 ,           31.766 ,     240 ,     282 ,False          ,      80.26  ,        59 ,       1237 ,"[None, 2049, 2048, 2049, 2049, 2049]" ,"[2049, 2048, 2049, 2049, 2048, 2049]" ,"[2048, 2049, 2049, 2048, 2048, 2048, 2048]" ,       9531 ,     302
2024-06-09 19:33:51.531000+00:00 ,           27 ,           24.828 ,           25.423 ,           31.537 ,     234 ,     282 ,False          ,      81.788 ,        59 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2049, 2048]" ,       9531 ,     306
2024-06-09 19:33:49.868000+00:00 ,           31 ,           23.813 ,           25.736 ,           31.538 ,     246 ,     281 ,False          ,      81.087 ,        59 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2049, 2049]" ,"[2049, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     305
2024-06-09 19:33:46.928000+00:00 ,           44 ,           23.517 ,           25.41  ,           31.34  ,     247 ,     283 ,False          ,      80.267 ,        59 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2049, 2049]" ,       9531 ,     307
2024-06-09 19:33:46.252000+00:00 ,           63 ,           23.512 ,           25.169 ,           31.262 ,     255 ,     284 ,False          ,      79.943 ,        59 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2049, 2051]" ,       9531 ,     305
2024-06-09 19:33:51.843000+00:00 ,           77 ,           25.324 ,           25.409 ,           31.435 ,     233 ,     282 ,False          ,      82.168 ,        59 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2049, 2049, 2048, 2048, 2049]" ,"[2048, 2048, 2048, 2048, 2048, 2049, 2049]" ,       9531 ,     307
2024-06-09 19:33:45.870000+00:00 ,           81 ,           23.237 ,           25.116 ,           31.233 ,     250 ,     283 ,False          ,      79.586 ,        59 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2049, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     304
2024-06-09 19:35:03.049000+00:00 ,            1 ,           21.87  ,           24.457 ,           31.145 ,         ,     278 ,False          ,      77.472 ,        60 ,       1237 ,"[2049, 2051, 2048, 2048, 2048, 2048]" ,"[2048, 2049, 2048, 2049, 2049, 2049]" ,"[2049, 2048, 2048, 2048, 2048, 2049, 2048]" ,       9531 ,     298
2024-06-09 19:35:11.537000+00:00 ,            3 ,           22.741 ,           24.773 ,           31.282 ,     249 ,     289 ,False          ,      78.796 ,        60 ,       1237 ,"[None, 2049, 2049, 2048, 2048, 2048]" ,"[2048, 2049, 2051, 2048, 2049, 2051]" ,"[2048, 2048, 2051, 2048, 2048, 2048, 2048]" ,       9531 ,     330
2024-06-09 19:35:04.820000+00:00 ,            4 ,           21.978 ,           24.504 ,           30.754 ,         ,     282 ,False          ,      77.236 ,        60 ,       1237 ,"[None, 2048, 2049, 2051, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2049, 2049]" ,"[2051, 2048, 2048, 2048, 2048, 2051, 2048]" ,       9531 ,     302
2024-06-09 19:35:12.256000+00:00 ,           10 ,           22.796 ,           24.781 ,           30.99  ,     249 ,     284 ,False          ,      78.567 ,        60 ,       1237 ,"[None, 2048, 2049, 2049, 2048, 2048]" ,"[2048, 2048, 2049, 2048, 2049, 2049]" ,"[2049, 2048, 2048, 2049, 2048, 2048, 2051]" ,       9531 ,     328
2024-06-09 19:35:08.132000+00:00 ,           14 ,           22.384 ,           24.923 ,           31.305 ,     242 ,     286 ,False          ,      78.612 ,        60 ,       1237 ,"[2049, 2048, 2049, 2049, 2048, 2048]" ,"[2048, 2048, 2049, 2049, 2048, 2049]" ,"[2049, 2049, 2049, 2048, 2048, 2049, 2049]" ,       9531 ,     310
2024-06-09 19:35:09.455000+00:00 ,           18 ,           22.537 ,           24.781 ,           31.186 ,     254 ,     285 ,False          ,      78.504 ,        60 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2049, 2048, 2048, 2048, 2049, 2049]" ,"[2048, 2048, 2048, 2048, 2048, 2049, 2048]" ,       9531 ,     310
2024-06-09 19:35:15.283000+00:00 ,           20 ,           22.546 ,           27.271 ,           31.856 ,     255 ,     271 ,False          ,      81.673 ,        60 ,       1237 ,"[None, 2048, 2049, 2049, 2049, 2049]" ,"[2049, 2049, 2049, 0, 0, 2048]"       ,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     309
2024-06-09 19:35:10.078000+00:00 ,           22 ,           22.879 ,           24.841 ,           31.256 ,     246 ,     285 ,False          ,      78.976 ,        60 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2049, 2049, 2049, 2049]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 0]"    ,       9531 ,     311
2024-06-09 19:36:44.859000+00:00 ,           24 ,           22.893 ,           25.171 ,           31.635 ,     247 ,     283 ,False          ,      79.699 ,        60 ,       1237 ,"[2048, 2049, 2048, 2049, 2048, 2049]" ,"[2049, 2049, 2049, 2049, 2049, 2049]" ,"[2048, 2048, 2048, 2048, 2048, 2049, 2049]" ,       9531 ,     305
2024-06-09 19:35:13.297000+00:00 ,           27 ,           22.613 ,           24.687 ,           30.983 ,     246 ,     280 ,False          ,      78.283 ,        60 ,       1237 ,"[None, 2048, 2049, 2049, 2049, 2049]" ,"[2049, 2049, 2049, 2049, 2048, 2048]" ,"[2048, 2048, 2049, 2048, 2048, 2048, 2048]" ,       9531 ,     326
2024-06-09 19:35:10.919000+00:00 ,           31 ,           22.757 ,           25.102 ,           30.749 ,     251 ,     281 ,False          ,      78.608 ,        60 ,       1237 ,"[None, 2049, 2049, 2048, 2048, 2048]" ,"[2048, 2048, 2049, 2049, 2049, 2049]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 0]"    ,       9531 ,     323
2024-06-09 19:35:07.198000+00:00 ,           44 ,           22.13  ,           24.641 ,           30.895 ,     252 ,     285 ,False          ,      77.666 ,        60 ,       1237 ,"[None, 2048, 2051, 2048, 2048, 2048]" ,"[2048, 2048, 2049, 2048, 2048, 2049]" ,"[2049, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     311
2024-06-09 19:35:06.244000+00:00 ,           63 ,           22.286 ,           24.375 ,           30.442 ,     259 ,     285 ,False          ,      77.103 ,        60 ,       1237 ,"[None, 2049, 2048, 2048, 2049, 2051]" ,"[2048, 2048, 2049, 2049, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     324
2024-06-09 19:35:14.046000+00:00 ,           77 ,           22.893 ,           24.771 ,           31.263 ,     247 ,     284 ,False          ,      78.927 ,        60 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2049]" ,"[2048, 2049, 2049, 2049, 2049, 2049]" ,"[2049, 2048, 2048, 2048, 2048, 2049, 2049]" ,       9531 ,     308
2024-06-09 19:35:05.448000+00:00 ,           81 ,           22.195 ,           24.535 ,           30.509 ,     254 ,     285 ,False          ,      77.239 ,        60 ,       1237 ,"[None, 2049, 2049, 2049, 2048, 2049]" ,"[2049, 2049, 2048, 2049, 2049, 2049]" ,"[2048, 2048, 2048, 2048, 2048, 2049, 2049]" ,       9531 ,     323
2024-06-09 19:36:20.459000+00:00 ,            1 ,           21.661 ,           24.07  ,           30.894 ,     247 ,     282 ,False          ,      76.625 ,        61 ,       1237 ,"[2048, 2051, 2049, 2051, 2048, 2049]" ,"[2051, 2051, 2049, 2051, 2051, 2049]" ,"[2049, 2049, 2048, 2048, 2048, 2051, 2049]" ,       9531 ,     300
2024-06-09 19:36:30.321000+00:00 ,            3 ,           22.59  ,           24.857 ,           31.74  ,         ,     288 ,False          ,      79.187 ,        61 ,       1237 ,"[None, 2049, 2049, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2049, 2048, 2051, 2048, 2049, 2049]" ,       9531 ,     320
2024-06-09 19:36:22.189000+00:00 ,            4 ,           22.018 ,           24.302 ,           30.6   ,     249 ,     284 ,False          ,      76.92  ,        61 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2049]" ,"[2049, 2049, 2048, 2049, 2049, 2049]" ,"[2048, 2049, 2048, 2048, 2048, 2049, 2048]" ,       9531 ,     302
2024-06-09 19:36:30.835000+00:00 ,           10 ,           22.667 ,           24.782 ,           31.408 ,     250 ,     286 ,False          ,      78.857 ,        61 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2049, 2049, 2049, 2049]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     331
2024-06-09 19:36:26.799000+00:00 ,           14 ,           22.11  ,           24.635 ,           30.93  ,     243 ,     286 ,False          ,      77.675 ,        61 ,       1237 ,"[2048, 2049, 2049, 2049, 2049, 2048]" ,"[2048, 2049, 2049, 2049, 2049, 2049]" ,"[2048, 2048, 2049, 2048, 2048, 2049, 2049]" ,       9531 ,     308
2024-06-09 19:36:27.946000+00:00 ,           18 ,           22.506 ,           24.771 ,           31.22  ,     250 ,     286 ,False          ,      78.497 ,        61 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2049, 2049, 2049]" ,"[2048, 2049, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     310
2024-06-09 19:36:36.853000+00:00 ,           20 ,           22.368 ,           24.904 ,           31.413 ,     253 ,     283 ,False          ,      78.685 ,        61 ,       1237 ,"[None, 2049, 2049, 2048, 2048, 2048]" ,"[2049, 2048, 2048, 2048, 2049, 2049]" ,"[2049, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     309
2024-06-09 19:36:29.111000+00:00 ,           22 ,           22.55  ,           24.792 ,           32.851 ,     248 ,     287 ,False          ,      80.193 ,        61 ,       1237 ,"[None, 2049, 2049, 2048, 2048, 2048]" ,"[2049, 2049, 2048, 2048, 2048, 2049]" ,"[2048, 2048, 2049, 2049, 2048, 2049, 2049]" ,       9531 ,     308
2024-06-09 19:38:04.821000+00:00 ,           24 ,           22.754 ,           25.062 ,           31.758 ,     248 ,     283 ,False          ,      79.574 ,        61 ,       1237 ,"[2049, 2048, 2049, 2048, 2049, 2049]" ,"[2048, 2049, 2049, 2049, 2049, 2049]" ,"[2049, 2048, 2048, 2048, 2048, 2049, 2049]" ,       9531 ,     301
2024-06-09 19:36:31.646000+00:00 ,           27 ,           22.52  ,           24.786 ,           31.241 ,     244 ,     284 ,False          ,      78.547 ,        61 ,       1237 ,"[None, 2048, 2049, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2049, 2049]" ,"[2048, 2049, 2049, 2049, 2048, 2049, 2049]" ,       9531 ,     329
2024-06-09 19:36:29.481000+00:00 ,           31 ,           22.725 ,           24.931 ,           31.421 ,     253 ,     281 ,False          ,      79.077 ,        61 ,       1237 ,"[None, 2048, 2048, 2048, 2049, 2049]" ,"[2049, 2048, 2048, 2049, 2049, 2049]" ,"[2048, 2049, 2048, 2048, 2048, 2049, 2048]" ,       9531 ,     318
2024-06-09 19:36:24.892000+00:00 ,           44 ,           21.853 ,           24.339 ,           30.768 ,     246 ,     287 ,False          ,      76.96  ,        61 ,       1237 ,"[None, 2049, 2051, 2048, 2048, 2048]" ,"[2048, 2049, 2048, 2049, 2049, 2049]" ,"[2048, 2051, 2049, 2048, 2048, 2049, 2049]" ,       9531 ,     309
2024-06-09 19:36:23.459000+00:00 ,           63 ,           22.121 ,           24.231 ,           30.434 ,     256 ,     286 ,False          ,      76.786 ,        61 ,       1237 ,"[2049, 2049, 2049, 2048, 2048, 2048]" ,"[2048, 2048, 2051, 2048, 2049, 2049]" ,"[2048, 2048, 2051, 2048, 2048, 2048, 2048]" ,       9531 ,     318
2024-06-09 19:36:32.923000+00:00 ,           77 ,           22.39  ,           24.795 ,           31.171 ,     252 ,     282 ,False          ,      78.356 ,        61 ,       1237 ,"[2049, 2049, 2049, 2048, 2049, 2048]" ,"[2049, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2049, 2049, 2048, 2048, 2049]" ,       9531 ,     309
2024-06-09 19:36:22.698000+00:00 ,           81 ,           22.02  ,           24.389 ,           30.444 ,     257 ,     287 ,False          ,      76.853 ,        61 ,       1237 ,"[2049, 2049, 2048, 2048, 2048, 2048]" ,"[2049, 2049, 2048, 2049, 2049, 2049]" ,"[2048, 2048, 2049, 2048, 2048, 2048, 2049]" ,       9531 ,     325
2024-06-09 19:37:37.227000+00:00 ,            1 ,           21.57  ,           24.067 ,           30.681 ,     246 ,     277 ,False          ,      76.318 ,        62 ,       1237 ,"[None, 2051, 2049, 2048, 2048, 2048]" ,"[2051, 2048, 2049, 2051, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     300
2024-06-09 19:37:49.509000+00:00 ,            3 ,           22.782 ,           24.705 ,           30.864 ,     252 ,     289 ,False          ,      78.351 ,        62 ,       1237 ,"[None, 2048, 2049, 2048, 2048, 2048]" ,"[2048, 2048, 2049, 2048, 2049, 2049]" ,"[2048, 2049, 2048, 2051, 2048, 2048, 2049]" ,       9531 ,     340
2024-06-09 19:37:38.968000+00:00 ,            4 ,           21.671 ,           24.075 ,           30.778 ,         ,     281 ,False          ,      76.524 ,        62 ,       1237 ,"[None, 2049, 2048, 2048, 2048, 2049]" ,"[2049, 2049, 2048, 2049, 2049, 2049]" ,"[2048, 2049, 2048, 2048, 2048, 2049, 2049]" ,       9531 ,     297
2024-06-09 19:37:49.757000+00:00 ,           10 ,           23.179 ,           24.75  ,           30.805 ,     251 ,     285 ,False          ,      78.734 ,        62 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2049]" ,"[2048, 2048, 2049, 2048, 2048, 2048]" ,"[2048, 2049, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     330
2024-06-09 19:37:44.453000+00:00 ,           14 ,           22.092 ,           24.653 ,           30.935 ,         ,     284 ,False          ,      77.68  ,        62 ,       1237 ,"[2049, 2049, 2049, 2048, 2048, 2048]" ,"[2049, 2048, 2049, 2049, 2048, 2048]" ,"[2048, 2049, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     307
2024-06-09 19:37:46.465000+00:00 ,           18 ,           22.171 ,           24.843 ,           31.429 ,     253 ,     286 ,False          ,      78.443 ,        62 ,       1237 ,"[None, 2048, 2049, 2049, 2048, 2048]" ,"[2049, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2049, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     309
2024-06-09 19:37:55.520000+00:00 ,           20 ,           22.195 ,           24.561 ,           31.159 ,     254 ,     281 ,False          ,      77.915 ,        62 ,       1237 ,"[2049, 2049, 2049, 2048, 2049, 2049]" ,"[2049, 2049, 2048, 2048, 2049, 2049]" ,"[2049, 2049, 2048, 2048, 2048, 2049, 2048]" ,       9531 ,     306
2024-06-09 19:37:49.235000+00:00 ,           22 ,           22.677 ,           24.551 ,           30.958 ,     251 ,     287 ,False          ,      78.186 ,        62 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2049]" ,"[2048, 2049, 2049, 2048, 2049, 2049]" ,"[2048, 2049, 2048, 2049, 2048, 2048, 2048]" ,       9531 ,     331
2024-06-09 19:39:24.165000+00:00 ,           24 ,           22.553 ,           25.061 ,           31.389 ,     250 ,     282 ,False          ,      79.003 ,        62 ,       1237 ,"[2048, 2049, 2048, 2049, 2049, 2049]" ,"[2049, 2048, 2048, 2048, 2048, 2048]" ,"[2049, 2048, 2048, 2048, 2048, 2049, 2048]" ,       9531 ,     300
2024-06-09 19:37:50.115000+00:00 ,           27 ,           23.177 ,           24.789 ,           30.813 ,         ,     284 ,False          ,      78.779 ,        62 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2049, 2049, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2049, 2048]" ,       9531 ,     333
2024-06-09 19:37:48.550000+00:00 ,           31 ,           22.364 ,           24.755 ,           31.258 ,     247 ,     277 ,False          ,      78.377 ,        62 ,       1237 ,"[2049, 2049, 2049, 2049, 2048, 2048]" ,"[2049, 2049, 2048, 2049, 2049, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2049, 2048]" ,       9531 ,     298
2024-06-09 19:37:41.790000+00:00 ,           44 ,           21.568 ,           24.181 ,           30.699 ,     258 ,     285 ,False          ,      76.448 ,        62 ,       1237 ,"[2049, 2049, 2048, 2049, 2048, 2049]" ,"[2048, 2049, 2049, 2049, 2049, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2049, 2048]" ,       9531 ,     307
2024-06-09 19:37:40.133000+00:00 ,           63 ,           21.859 ,           24.098 ,           30.825 ,     258 ,     289 ,False          ,      76.782 ,        62 ,       1237 ,"[2048, 2049, 2051, 2048, 2048, 2051]" ,"[2048, 2048, 2051, 2049, 2051, 2051]" ,"[2048, 2049, 2048, 2049, 2048, 2048, 2048]" ,       9531 ,     324
2024-06-09 19:37:51.344000+00:00 ,           77 ,           22.772 ,           24.741 ,           30.959 ,     245 ,     280 ,False          ,      78.472 ,        62 ,       1237 ,"[2048, 2048, 2048, 2048, 2048, 2049]" ,"[2048, 2048, 2049, 2049, 2048, 2048]" ,"[2048, 2048, 2049, 2049, 2048, 2048, 2048]" ,       9531 ,     325
2024-06-09 19:37:39.540000+00:00 ,           81 ,           21.982 ,           24.268 ,           30.717 ,         ,     285 ,False          ,      76.967 ,        62 ,       1237 ,"[None, 2049, 2048, 2048, 2049, 2049]" ,"[2049, 2049, 2048, 2049, 2049, 2048]" ,"[2048, 2049, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     323
2024-06-09 19:38:53.545000+00:00 ,            1 ,           21.333 ,           23.87  ,           30.78  ,     248 ,     278 ,False          ,      75.983 ,        63 ,       1237 ,"[2049, 2051, 2049, 2048, 2051, 2049]" ,"[2051, 2049, 2048, 2051, 2051, 2048]" ,"[2048, 2049, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     298
2024-06-09 19:39:07.836000+00:00 ,            3 ,           22.565 ,           24.557 ,           30.755 ,     256 ,     289 ,False          ,      77.877 ,        63 ,       1237 ,"[None, 2049, 2049, 2048, 2048, 2049]" ,"[2048, 2048, 2048, 2049, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     343
2024-06-09 19:38:55.535000+00:00 ,            4 ,           21.664 ,           24.059 ,           30.657 ,     248 ,     282 ,False          ,      76.38  ,        63 ,       1237 ,"[None, 2049, 2049, 2048, 2048, 2048]" ,"[2049, 2049, 2048, 2048, 2048, 2049]" ,"[2048, 2048, 2048, 2048, 2048, 2049, 2048]" ,       9531 ,     296
